GBM_withoutLACA
median	1147
min	1132
max	1161
num_samples_for_ESS	18112
tail-ESS_med	5512
tail-ESS_min	1563
tail-ESS_max	8995
bulk-ESS_med	3121
bulk-ESS_min	1014
bulk-ESS_max	8818
minRhat	0.999599426252007
maxRhat	1.01399170807363
total_samples	18348
