Mean_time	Mean_qlow	Mean_qup	Priors
t_n932	289.104	169.59	456.61	0
t_n933	1022.874	773.95	1320.91	0
t_n934	786.134	566.7	1052.13	0
t_n935	489.754	310.48	707.59	0
t_n936	507.425	276.43	784.91	0
t_n937	1641.695	1242.89	2097.21	0
t_n938	1246.284	895.94	1659.99	0
t_n939	830.074	533.07	1209.29	0
t_n940	516.409	277.83	819.86	0
t_n941	2809.77	2400.95	3180.59	0
t_n942	2362.789	1876.34	2801.46	0
t_n943	589.768	443.49	771.19	0
t_n944	252.195	138.97	411.28	0
t_n945	420.796	306.74	567.82	0
t_n946	334.072	233.04	469.29	0
t_n947	261.213	168.19	389.47	0
t_n948	1516.98	987.21	2086	0
t_n949	1697.556	1067.21	2339.62	0
t_n950	3374.805	3146.45	3604.46	0
t_n951	3081.959	2803.93	3362.76	0
t_n952_TG-ARCH-EUKARYA	2661.654	2316.52	3006.2	B(1.6191,3.448,1e-300,1e-300)
t_n953	1613.573	1095.52	2143.47	0
t_n954	2339.522	1960.97	2704.84	0
t_n955	1847.267	1431.58	2260.43	0
t_n956	870.592	564.22	1262.38	0
t_n957	2832.386	2514.27	3136.19	0
t_n958	2605.409	2260.27	2931.26	0
t_n959	1748.667	1357.8	2160.32	0
t_n960	1438.337	1034.25	1879.3	0
t_n961	762.236	537	1035.33	0
t_n962	606.5	390.72	864.79	0
t_n963	938.914	689.75	1268.97	0
t_n964	545.511	403.13	712.71	0
t_n965	282.181	162.52	439.05	0
t_n966	361.514	253.32	503.95	0
t_n967	239.587	149.49	363.05	0
t_n968	2461.626	2017.49	2838.25	0
t_n969	1743.272	1174.14	2279.41	0
t_n970	3191.7	2962.05	3420.66	0
t_n971	3044.644	2815.68	3277.81	0
t_n972	2867.052	2640.44	3097.25	0
t_n973	2723.918	2495.8	2953.65	0
t_n974	2568.907	2339.64	2798.97	0
t_n975	2204.213	1970.41	2444.74	0
t_n976	2026.928	1793.31	2266.17	0
t_n977	1890.153	1660.35	2129.19	0
t_n978	1704.967	1465.01	1952.6	0
t_n979	1558.219	1313.85	1814.59	0
t_n980	1116.032	863.95	1380.55	0
t_n981	694.691	480.4	942.3	0
t_n982	1022.117	719.97	1347.51	0
t_n983	487.822	282.35	740.8	0
