Calib;node;Prior
LUCA;701;B(3.347,4.520,1e-300,1e-300)
CG-ARCH-EUKARYA;805;B(3.331,4.520,1e-300,1e-300)
TG-ARCH-EUKARYA;952;B(1.6191,3.448,1e-300,1e-300)
GOE;1038;U(2.315)
TG-CHROMATIACEAE;1069;B(1.631,4.520,0.025,1e-300)
TG-MIT-EUKARYA;1092;B(1.08557,4.520,0.025,1e-300)
CG-CHLAMYDIIA;1227;B(1.08557,4.520,0.025,1E-300)
TG-OXYPHOTOBACTERIA;1377;B(2.945,4.520,1e-300,1e-300)
CG-OXYPHOTOBACTERIA;1378;B(2.0136,3.448,0.025,0.025)
TG-NOSTOCALES;1387;B(0.996,3.261,0.025,1e-300)
